3422.263615	948.175
3422.263615	948.175
3422.263615	948.175
3422.263615	948.175
3422.265131	948.175
3422.268163	948.176
3422.26968	948.177
3422.26968	948.177
3422.268163	948.178
3422.265131	948.178
3422.263615	948.177
3422.265131	948.176
3422.266647	948.177
3422.26968	948.176
3422.268163	948.176
3422.26968	948.175
3422.271196	948.176
3422.271196	948.175
3422.271196	948.176
3422.26968	948.176
3422.272712	948.177
3422.272712	948.178
3422.271196	948.178
3422.271196	948.178
3422.26968	948.177
3422.272712	948.176
3422.26968	948.176
3422.266647	948.176
3422.266647	948.177
3422.268163	948.176
3422.268163	948.176
3422.268163	948.176
3422.274228	948.176
3422.274228	948.177
3422.26968	948.177
3422.268163	948.178
3422.26968	948.179
3422.268163	948.18
3422.268163	948.179
3422.266647	948.178
3422.268163	948.177
3422.26968	948.177
3422.266647	948.177
3422.262098	948.177
3422.260582	948.177
3422.262098	948.177
3422.263615	948.177
3422.266647	948.177
3422.262098	948.177
3422.263615	948.178
3422.263615	948.178
3422.265131	948.179
3422.266647	948.179
3422.263615	948.178
3422.26968	948.177
3422.268163	948.177
3422.268163	948.177
3422.274228	948.177
3422.280293	948.177
3422.280293	948.176
3422.280293	948.176
3422.28181	948.177
3422.286358	948.177
3422.286358	948.177
3422.284842	948.178
3422.284842	948.179
3422.286358	948.179
3422.284842	948.179
3422.280293	948.178
3422.277261	948.177
3422.278777	948.177
3422.28181	948.177
3422.284842	948.177
3422.284842	948.177
3422.289391	948.178
3422.292423	948.178
3422.29394	948.179
3422.292423	948.18
3422.292423	948.181
3422.290907	948.182
3422.290907	948.182
3422.289391	948.181
3422.289391	948.18
3422.29394	948.179
3422.295456	948.178
3422.300005	948.178
3422.298488	948.178
3422.296972	948.177
3422.296972	948.178
3422.295456	948.179
3422.295456	948.179
3422.29394	948.179
3422.295456	948.18
3422.296972	948.181
3422.296972	948.182
3422.296972	948.183
3422.296972	948.181
3422.301521	948.18
3422.300005	948.181
3422.296972	948.181
3422.296972	948.181
3422.298488	948.181
3422.296972	948.182
3422.301521	948.181
3422.301521	948.181
3422.304553	948.181
3422.307586	948.182
3422.303037	948.183
3422.303037	948.183
3422.303037	948.184
3422.30607	948.183
3422.304553	948.182
3422.30607	948.181
3422.303037	948.181
3422.30607	948.182
3422.307586	948.182
3422.309102	948.182
3422.310618	948.182
3422.312134	948.182
3422.315167	948.183
3422.313651	948.183
3422.312134	948.184
3422.315167	948.185
3422.316683	948.185
3422.318199	948.184
3422.319716	948.184
3422.318199	948.183
3422.312134	948.183
3422.312134	948.183
3422.303037	948.183
3422.301521	948.183
3422.303037	948.183
3422.303037	948.182
3422.301521	948.183
3422.304553	948.183
3422.304553	948.184
3422.303037	948.184
3422.303037	948.185
3422.303037	948.185
3422.304553	948.184
3422.30607	948.183
3422.30607	948.182
3422.309102	948.182
3422.30607	948.183
3422.309102	948.183
3422.307586	948.183
3422.307586	948.184
3422.309102	948.184
3422.304553	948.184
3422.301521	948.184
3422.298488	948.185
3422.298488	948.185
3422.298488	948.185
3422.298488	948.184
3422.300005	948.184
3422.300005	948.183
3422.303037	948.183
3422.300005	948.184
3422.298488	948.184
3422.296972	948.185
3422.296972	948.185
3422.298488	948.185
3422.296972	948.185
3422.296972	948.185
3422.300005	948.186
3422.300005	948.187
3422.30607	948.187
3422.309102	948.186
3422.309102	948.185
3422.310618	948.183
3422.309102	948.183
3422.307586	948.183
3422.304553	948.183
3422.30607	948.183
3422.309102	948.183
3422.307586	948.183
3422.307586	948.183
3422.309102	948.183
3422.304553	948.184
3422.304553	948.185
3422.303037	948.185
3422.298488	948.185
3422.300005	948.185
3422.301521	948.184
3422.301521	948.184
3422.298488	948.184
3422.29394	948.183
3422.29394	948.183
3422.296972	948.183
3422.295456	948.182
3422.29394	948.182
3422.290907	948.182
3422.287875	948.183
3422.287875	948.183
3422.286358	948.184
3422.286358	948.184
3422.286358	948.185
3422.283326	948.184
3422.284842	948.183
3422.28181	948.184
3422.277261	948.184
3422.280293	948.184
3422.283326	948.184
3422.283326	948.184
3422.286358	948.183
3422.287875	948.183
3422.286358	948.183
3422.286358	948.184
3422.286358	948.184
3422.286358	948.184
3422.284842	948.183
3422.286358	948.182
3422.284842	948.182
3422.284842	948.182
3422.284842	948.182
3422.286358	948.183
3422.284842	948.183
3422.284842	948.183
3422.289391	948.182
3422.290907	948.182
3422.290907	948.182
3422.290907	948.182
3422.286358	948.182
3422.290907	948.183
3422.290907	948.182
3422.292423	948.18
3422.290907	948.179
3422.292423	948.178
3422.292423	948.177
3422.290907	948.177
3422.287875	948.178
3422.286358	948.178
3422.284842	948.177
3422.286358	948.177
3422.290907	948.177
3422.287875	948.177
3422.284842	948.177
3422.284842	948.178
3422.283326	948.179
3422.284842	948.179
3422.286358	948.177
3422.28181	948.176
3422.28181	948.177
3422.283326	948.177
3422.28181	948.177
3422.284842	948.176
3422.283326	948.175
3422.28181	948.175
3422.28181	948.175
3422.284842	948.175
3422.28181	948.175
3422.283326	948.176
3422.283326	948.176
3422.284842	948.176
3422.28181	948.176
3422.283326	948.175
3422.284842	948.173
3422.286358	948.173
3422.287875	948.172
