17.8925,3,4693.7908
17.8925,3,4694.3071
17.8925,3,4694.1694
17.8924,3,4694.1364
17.8924,4,4694.0951
17.8924,4,4704.3626
17.8924,4,4704.1038
17.8924,4,4703.9496
17.8924,4,4703.7679
17.8923,5,4703.6880
17.8923,4,4703.6398
17.8923,4,4703.4677
17.8923,4,4703.5104
17.8922,4,4693.8940
17.8922,4,4703.0836
17.8922,3,4706.2900
17.8922,3,4693.5155
17.8921,4,4703.0836
17.8921,3,4704.0666
17.8921,3,4704.5787
17.8921,3,4692.8615
17.8921,3,4692.9648
17.8920,3,4693.1135
17.8920,3,4693.2745
17.8920,3,4693.4053
17.8920,3,4665.5144
17.8920,3,4693.8996
17.8920,3,4704.9133
17.8920,3,4703.9496
17.8919,3,4704.8665
17.8919,3,4705.0854
17.8919,3,4692.2764
17.8918,3,4695.7526
17.8918,3,4695.0643
17.8918,3,4663.6903
17.8918,3,4663.8445
17.8917,3,4663.7247
17.8917,3,4663.9312
17.8917,3,4663.8348
17.8917,3,4691.6913
17.8917,3,4663.8624
17.8917,3,4664.4131
17.8917,3,4690.6932
17.8916,3,4691.0553
17.8916,3,4691.0484
17.8916,3,4666.7576
17.8916,3,4666.4630
17.8916,3,4689.6262
17.8916,3,4666.3405
17.8915,3,4691.5881
17.8915,3,4665.8242
17.8915,2,4665.4621
17.8915,3,4665.1358
17.8914,3,4664.7655
17.8914,3,4664.4544
17.8914,3,4664.6485
17.8914,3,4664.6691
17.8914,2,4664.8687
17.8913,3,4664.9720
17.8913,3,4678.9126
17.8913,3,4708.9402
17.8913,3,4680.3582
17.8913,3,4707.5290
17.8912,3,4668.6905
17.8912,2,4708.7722
17.8912,2,4666.5814
17.8912,2,4708.6345
17.8912,3,4708.9443
17.8912,2,4708.9209
17.8911,2,4708.8493
17.8911,2,4662.9331
17.8911,2,4708.9787
17.8911,1,-2053.1440
17.8911,2,4708.9099
17.8910,2,4708.8411
17.8910,2,4708.7722
17.8910,2,4708.3675
17.8910,2,4708.6070
17.8910,2,4708.8245
17.8910,2,4666.7879
17.8909,2,4666.4947
17.8909,2,4710.7987
17.8909,2,4664.2754
17.8909,3,4664.4296
17.8908,3,4664.4131
17.8908,3,4664.1639
17.8908,2,4664.3098
17.8908,2,4664.4709
17.8908,2,4664.6443
17.8908,2,4709.4950
17.8907,2,4666.0651
17.8907,2,4665.5833
17.8907,2,4665.6067
17.8907,3,4665.6342
17.8907,2,4665.5764
17.8907,3,4665.4401
17.8907,3,4665.4511
17.8907,3,4665.5103
17.8906,3,4665.4304
17.8906,3,4665.2350
17.8906,3,4665.2831
17.8906,3,4665.2735
17.8906,2,4665.2047
17.8905,3,4665.1166
17.8905,3,4665.0353
17.8905,3,4664.9954
17.8905,3,4664.9995
17.8905,3,4664.9651
17.8905,3,4664.9348
17.8904,3,4664.8798
17.8904,3,4664.9101
17.8904,3,4664.9032
17.8904,3,4664.9335
17.8904,2,4664.9555
17.8904,3,4664.9596
17.8904,3,4664.9816
17.8903,2,4665.0174
17.8903,2,4665.0188
